New Stock Screen
2026-06-06

Ticker,Name,Last,Rank,MktCap,ccFIGI,PeriodDateQ,SectorCode,IndCode,Pr4W%Chg,SalesGr%TTM,EPSExclXorGr%TTM,PEExclXorTTM,ProjPECurFY,PEGLT,Yield,
ADBE,"Adobe, Inc.",251.44,96.40,105252.79,BBG000BB5006,2026-02-28,TECH,SOFTW,-1.98,10.96,13.06,14.65,10.68,0.93,0.00,
MDT,Medtronic PLC,81.67,96.38,104702.10,BBG000BNWG87,2026-01-31,HEALTHCARE,MEDDEVICESGEN,4.76,6.88,8.87,22.80,13.68,2.99,3.53,
MAR,"Marriott International, Inc.",392.51,96.35,104009.09,BBG000BGD7W6,2026-03-31,CONSUMERSVCE,HOSPITALITY,11.49,4.69,8.54,41.19,33.88,3.76,0.74,
PWR,"Quanta Services, Inc.",695.11,96.33,104001.95,BBG000BBL8V7,2026-03-31,INDUSTRIAL,FACIL,-7.41,21.09,17.85,95.36,49.65,3.45,0.06,
GSK,GSK plc,51.52,96.30,103320.38,BBG000BLB481,2026-03-31,HEALTHCARE,BIOPHARMAOTHER,2.02,9.19,98.98,13.28,10.66,1.65,3.50,
CDNS,"Cadence Design Systems, Inc.",376.19,96.28,102399.29,BBG000C13CD9,2026-03-31,TECH,SOFTW,5.40,13.42,8.49,87.82,47.39,3.04,0.00,
SPOT,Spotify Technology SA,496.95,96.25,102288.48,BBG003T4VFC2,2026-03-31,TECH,INTERNET,16.26,16.70,148.31,32.34,33.89,2.42,0.00,
SO,The Southern Co.,92.60,96.23,101864.38,BBG000BT9DW0,2026-03-31,UTIL,ENERGYUTIL,0.18,8.33,-6.26,23.69,20.23,2.25,3.28,
TT,Trane Technologies plc,456.84,96.20,101299.24,BBG000BM6788,2026-03-31,INDUSTRIAL,MACHINE,-2.76,6.36,7.56,35.34,30.63,2.49,0.92,
HWM,"Howmet Aerospace, Inc.",251.90,96.18,100939.74,BBG00DYNJGH9,2026-03-31,INDUSTRIAL,AERODEF,-7.57,14.24,40.56,58.44,50.03,2.19,0.19,
CM,Canadian Imperial Bank of Commerce,108.84,96.15,100818.72,BBG000FKTHQ1,2026-04-30,FINANCIAL,BANKSINTL,-1.51,-2.40,28.64,14.79,14.53,1.13,2.83,
BN,Brookfield Corp.,44.60,96.13,99840.74,BBG000C9KL89,2026-03-31,FINANCIAL,INVESTSVCE,-4.11,-6.09,163.42,85.90,15.88,N/A,0.63,
BNS,The Bank of Nova Scotia,80.56,96.10,99325.47,BBG000C2RV03,2026-04-30,FINANCIAL,BANKSINTL,3.16,-4.61,48.54,15.24,13.46,0.96,4.07,
BNY,The Bank of New York Mellon Corp.,142.39,96.08,97997.93,BBG000BD8PN9,2026-03-31,FINANCIAL,INVESTSVCE,8.95,1.91,31.53,17.64,16.22,1.05,1.49,
IBN,ICICI Bank Ltd.,25.95,96.05,96974.28,BBG000DRM643,2025-12-31,FINANCIAL,BANKSINTL,-2.95,4.63,2.24,15.19,15.42,1.37,0.96,
DUK,Duke Energy Corp.,124.22,96.03,96601.08,BBG000BHGDH5,2026-03-31,UTIL,ENERGYUTIL,-0.52,7.21,8.97,19.02,18.54,2.71,3.43,
MCK,McKesson Corp.,775.66,96.00,96479.99,BBG000DYGNW7,2026-03-31,HEALTHCARE,HCARESUPPORT,2.77,12.36,49.00,20.16,17.53,1.58,0.42,
CNQ,Canadian Natural Resources Ltd.,45.70,95.98,95444.65,BBG000HW5GX3,2026-03-31,ENERGY,FOSSILFUEL,2.15,1.57,30.37,13.62,10.35,1.13,3.93,
ADP,"Automatic Data Processing, Inc.",231.95,95.95,93811.90,BBG000JG0547,2026-03-31,BIZSVCE,PROSVCE,8.34,6.92,9.82,21.62,20.95,6.48,2.93,
GD,General Dynamics Corp.,346.44,95.93,93673.82,BBG000BK67C7,2026-03-31,INDUSTRIAL,AERODEF,-0.38,9.35,10.37,21.78,20.77,3.56,1.84,
EQNR,Equinor ASA,36.94,95.90,93181.99,BBG000NT0ZZ4,2026-03-31,ENERGY,OILGASINTEG,0.08,-1.94,-30.62,16.77,7.25,1.12,4.11,
CME,"CME Group, Inc.",257.40,95.88,92818.38,BBG000BHLYP4,2026-03-31,FINANCIAL,INVESTSVCE,-10.27,7.54,17.79,21.97,20.99,3.49,4.41,
ELV,"Elevance Health, Inc.",415.53,95.85,92346.87,BBG000BCG930,2026-03-31,HEALTHCARE,HCARESUPPORT,11.43,9.44,-8.29,17.68,15.48,3.08,1.66,
CEG,Constellation Energy Corp.,254.83,95.83,92339.04,BBG014KFRNP7,2026-03-31,UTIL,ENERGYUTIL,-18.13,14.87,21.38,22.13,21.72,0.90,0.67,
UPS,"United Parcel Service, Inc.",108.54,95.80,91715.22,BBG000L9CV04,2026-03-31,INDUSTRIAL,DELIVERY,8.43,-2.59,-9.90,17.57,15.30,1.73,6.04,
FCX,"Freeport-McMoRan, Inc.",63.37,95.78,91098.16,BBG000BJDB15,2026-03-31,MATERIALS,ORE,4.55,5.35,55.15,33.71,24.16,0.66,0.95,
AMT,American Tower Corp.,194.12,95.75,90876.63,BBG000B9XYV2,2026-03-31,FINANCIAL,REIT,7.98,2.72,58.97,31.34,29.59,15.85,3.69,
CMI,"Cummins, Inc.",651.22,95.73,89976.11,BBG000BGPTV6,2026-03-31,INDUSTRIAL,TRANSPORTEQUIP,-4.64,0.06,-4.16,33.80,22.47,1.54,1.23,
PNC,"The PNC Financial Services Group, Inc.",228.37,95.70,89557.22,BBG000BRD0D8,2026-03-31,FINANCIAL,BANKSUSA,4.14,3.47,21.60,13.26,12.38,0.84,2.98,
WM,"Waste Management, Inc.",220.40,95.68,88791.90,BBG000BWVSR1,2026-03-31,BIZSVCE,WASTEMGMT,-0.47,10.87,4.21,31.90,26.94,2.79,1.72,
WMB,"The Williams Cos., Inc.",71.96,95.65,87875.92,BBG000BWVCP8,2026-03-31,ENERGY,MIDSTREAMENERGY,-1.36,9.99,22.10,31.62,30.43,5.08,2.92,
JCI,Johnson Controls International Plc,143.65,95.63,87789.63,BBG000BVWLJ6,2026-03-31,INDUSTRIAL,MACHINE,3.16,-0.60,49.09,25.69,29.47,2.06,1.11,
NET,"Cloudflare, Inc.",250.11,95.60,87610.34,BBG001WMKHH5,2026-03-31,TECH,INTERNET,-2.60,31.55,-4.46,N/A,209.33,14.06,0.00,
MNST,Monster Beverage Corp.,89.55,95.58,87439.14,BBG008NVB1C0,2026-03-31,NONCYCLICAL,FOODDRINKMFR,17.88,18.06,36.04,43.46,39.07,5.59,0.00,
CSX,CSX Corp.,46.99,95.55,87389.22,BBG000BGJRC8,2026-03-31,INDUSTRIAL,TRAINTRUCK,5.69,-0.92,-2.57,28.74,24.55,1.62,1.19,
ING,ING Groep NV,29.67,95.53,87062.06,BBG000BM0LB9,2026-03-31,FINANCIAL,BANKSINTL,-0.37,10.57,19.15,11.73,10.52,0.74,4.94,
CMCSA,Comcast Corp.,23.82,95.50,86797.57,BBG000BFT2L4,2026-03-31,TELECOM,TELECOMWIRE,-9.22,1.39,24.84,4.68,6.78,N/A,5.54,
USB,U.S. Bancorp,55.69,95.48,86566.43,BBG000FFDM15,2026-03-31,FINANCIAL,BANKSUSA,0.69,2.43,18.20,11.67,10.92,1.04,3.73,
SNPS,"Synopsys, Inc.",464.85,95.45,86017.54,BBG000BSFRF3,2026-04-30,TECH,SOFTW,-7.99,39.60,-68.87,107.54,31.48,1.41,0.00,
RACE,Ferrari NV,346.99,95.43,85014.41,BBG009PH3Q86,2026-03-31,CYCLICALS,VEHICLE,2.82,13.04,10.06,33.30,30.86,3.20,1.23,
HCA,"HCA Healthcare, Inc.",372.13,95.40,84917.80,BBG000QW7VC1,2026-03-31,HEALTHCARE,PATIENTCARE,-13.26,6.71,29.20,12.80,12.33,1.15,0.84,
NOK,Nokia OYJ,14.38,95.38,84147.31,BBG000BNGBW9,2026-03-31,TECH,COMMEQUIP,16.44,12.83,8.99,87.90,36.70,2.94,1.14,
BCS,Barclays PLC,24.27,95.35,83439.72,BBG000BCZ341,2026-03-31,FINANCIAL,INVESTSVCE,4.21,12.95,21.64,10.12,8.59,0.40,1.89,
ABNB,"Airbnb, Inc.",133.54,95.33,83302.55,BBG001Y2XS07,2026-03-31,CONSUMERSVCE,HOSPITALITY,-4.93,13.18,2.16,32.89,26.09,5.36,0.00,
KKR,"KKR & Co., Inc.",93.40,95.30,83185.95,BBG000BCQ6J8,2026-03-31,FINANCIAL,INVESTSVCE,-6.92,35.81,27.20,31.83,15.50,0.62,0.84,
DDOG,"Datadog, Inc.",234.11,95.28,82817.62,BBG003NJHZT9,2026-03-31,TECH,SOFTW,24.04,29.54,-18.83,624.79,96.56,12.20,0.00,
INTU,"Intuit, Inc.",296.76,95.25,82580.61,BBG000BH5DV1,2026-04-30,TECH,SOFTW,-27.05,15.07,34.39,17.97,12.45,1.06,1.62,
CP,Canadian Pacific Kansas City Ltd.,89.93,95.23,82443.36,BBG000BCVMH9,2026-03-31,INDUSTRIAL,TRAINTRUCK,5.53,1.79,9.53,27.72,24.46,2.87,0.86,
SLB,SLB Ltd.,54.87,95.20,82352.60,BBG000BT41Q8,2026-03-31,ENERGY,OILGASSUPPORT,3.53,-0.53,-22.62,24.06,21.15,15.17,2.15,
AEM,Agnico Eagle Mines Ltd.,163.66,95.18,82237.52,BBG000DLVDK3,2026-03-31,MATERIALS,ORE,-12.84,51.71,126.01,15.36,11.87,3.29,1.10,
NGG,National Grid plc,81.86,95.15,81798.55,BBG000L4Y5K6,2026-03-31,UTIL,ENERGYUTIL,-4.71,1.13,13.83,18.73,13.56,1.34,3.96,
MMM,3M Co.,153.76,95.13,81681.16,BBG000BP52R2,2026-03-31,MATERIALS,MATOTHER,6.96,2.08,-34.52,29.66,17.69,2.63,2.03,
MELI,"MercadoLibre, Inc.",1607.80,95.10,81510.93,BBG000GQPB11,2026-03-31,NONCYCLICAL,GENMERCH,-14.02,42.11,-6.84,42.45,40.68,8.02,0.00,
MRSH,"Marsh & McLennan Cos., Inc.",165.44,95.08,81050.66,BBG000BP4MH0,2026-03-31,BIZSVCE,PROSVCE,-0.36,10.08,-1.97,20.70,15.90,2.34,2.18,
SNOW,"Snowflake, Inc.",238.26,95.05,80722.48,BBG007DHGNJ4,2026-04-30,TECH,SOFTW,55.00,31.07,16.46,N/A,123.62,8.32,0.00,
ICE,"Intercontinental Exchange, Inc.",141.50,95.03,80680.27,BBG000C1FB75,2026-03-31,FINANCIAL,INVESTSVCE,-9.36,14.25,42.24,20.60,17.46,1.81,1.47,
MCO,Moody's Corp.,451.35,95.00,80520.84,BBG000F86GP6,2026-03-31,BIZSVCE,PROSVCE,-1.26,8.95,20.48,32.36,27.02,3.25,0.91,
ASX,"ASE Technology Holding Co., Ltd.",34.03,94.98,80090.27,BBG00KLHL9W6,2026-03-31,TECH,SEMIEQUIPSVCE,2.07,15.55,43.35,48.48,32.54,0.53,1.05,
MDLZ,"Mondelez International, Inc.",62.04,94.96,80053.84,BBG000D4LWF6,2026-03-31,NONCYCLICAL,FOODDRINKMFR,1.19,7.79,-25.04,30.76,20.31,3.01,3.22,
HLT,"Hilton Worldwide Holdings, Inc.",343.10,94.93,79748.51,BBG0058KMH30,2026-03-31,CONSUMERSVCE,HOSPITALITY,7.12,8.72,3.19,52.45,37.99,4.85,0.17,
VLO,Valero Energy Corp.,255.82,94.91,79470.94,BBG000BBGGQ1,2026-03-31,ENERGY,DOWNSTREAMENERGY,8.24,-2.53,385.50,18.58,9.25,N/A,1.88,
MPC,Marathon Petroleum Corp.,262.01,94.88,78760.86,BBG001DCCGR8,2026-03-31,ENERGY,DOWNSTREAMENERGY,8.15,-1.29,114.97,17.12,9.06,0.40,1.53,
FDX,FedEx Corp.,331.00,94.86,77825.65,BBG000BJF1Z8,2026-02-28,INDUSTRIAL,DELIVERY,-11.95,4.69,17.95,17.62,16.72,1.59,1.75,
NOC,Northrop Grumman Corp.,544.40,94.83,77696.81,BBG000BQ2C28,2026-03-31,INDUSTRIAL,AERODEF,-1.43,4.95,25.98,17.01,19.49,4.60,1.81,
EMR,Emerson Electric Co.,138.12,94.81,77665.16,BBG000BHX7N2,2026-03-31,INDUSTRIAL,MACHINE,-2.11,4.03,3.44,31.87,21.24,2.00,1.61,
LYG,Lloyds Banking Group PLC,5.31,94.78,77594.92,BBG000C3VPQ1,2026-03-31,FINANCIAL,BANKSINTL,0.38,-15.15,29.83,12.77,9.59,0.62,3.69,
CI,The Cigna Group,289.48,94.76,77270.34,BBG00KXRCDP0,2026-03-31,HEALTHCARE,HCARESUPPORT,1.92,9.30,30.78,12.26,9.51,1.02,2.16,
ORLY,"O'Reilly Automotive, Inc.",90.33,94.73,77217.86,BBG000BGYWY6,2026-03-31,CYCLICALS,AUTORETAIL,-4.49,7.92,12.51,29.51,27.70,2.45,0.00,
E,Eni SpA,53.80,94.71,77058.54,BBG000BBPZZ9,2026-03-31,ENERGY,OILGASINTEG,2.30,-3.06,9.20,27.62,8.72,0.46,4.54,
GM,General Motors Co.,82.11,94.68,76597.24,BBG000NDYB67,2026-03-31,CYCLICALS,VEHICLE,4.72,-2.03,-64.29,33.12,6.42,0.60,0.88,
AMX,America Movil SAB de CV,24.84,94.66,75788.50,BBG01FRH5MK2,2026-03-31,TELECOM,TELECOMGEN,-7.14,9.51,187.57,15.81,13.35,1.12,2.25,
RCL,Royal Caribbean Group,280.00,94.63,75747.93,BBG000BB5792,2026-03-31,CONSUMERSVCE,HOSPITALITY,-0.31,9.74,37.59,17.09,16.18,0.87,2.14,
BAM,Brookfield Asset Management Ltd.,46.18,94.61,75701.88,BBG01BPHNXZ3,2026-03-31,FINANCIAL,INVESTSVCE,-5.35,257.58,11.09,29.73,25.15,1.69,4.35,
SHW,The Sherwin-Williams Co.,305.30,94.58,75297.85,BBG000BSXQV7,2026-03-31,MATERIALS,CHEMSPECIAL,-4.66,3.90,-1.39,29.30,26.03,2.68,1.05,
NXPI,NXP Semiconductors NV,295.96,94.56,74767.99,BBG000BND699,2026-03-31,TECH,SEMIMFR,1.98,2.37,13.28,28.17,20.12,0.92,1.37,
EOG,"EOG Resources, Inc.",137.78,94.53,74759.21,BBG000BZ9223,2026-03-31,ENERGY,FOSSILFUEL,5.26,0.31,-5.63,13.55,7.96,0.61,2.96,
ROST,"Ross Stores, Inc.",230.37,94.51,74512.01,BBG000BSBZH7,2026-04-30,NONCYCLICAL,GENMERCH,2.62,11.86,13.47,32.11,29.44,2.52,0.77,
APO,"Apollo Global Management, Inc.",128.03,94.48,74311.50,BBG00ZNLTFK3,2026-03-31,FINANCIAL,INVESTSVCE,0.19,26.77,-73.14,84.20,14.36,0.96,1.76,
HOOD,"Robinhood Markets, Inc.",82.47,94.46,74279.26,BBG008NMBXN8,2026-03-31,FINANCIAL,INVESTSVCE,8.11,41.76,18.01,39.89,44.61,2.82,0.00,
BE,Bloom Energy Corp.,263.61,94.43,73955.31,BBG000N7KBZ3,2026-03-31,INDUSTRIAL,ELECTREQUIP,1.92,56.53,32.74,N/A,123.38,21.41,0.00,
PSX,Phillips 66,183.08,94.41,73766.80,BBG00286S4N9,2026-03-31,ENERGY,DOWNSTREAMENERGY,8.78,-1.33,131.73,18.02,10.65,N/A,2.77,
CNI,Canadian National Railway Co.,120.38,94.38,73560.19,BBG000HS74G6,2026-03-31,INDUSTRIAL,TRAINTRUCK,8.61,1.14,7.09,21.91,21.40,2.97,2.19,
NTES,"NetEase, Inc.",119.48,94.36,73462.76,BBG000BX72V8,2026-03-31,TECH,SOFTW,2.02,8.50,7.26,16.00,12.45,1.41,2.53,
ITW,Illinois Tool Works Inc.,252.72,94.33,73314.07,BBG000BMBL90,2026-03-31,INDUSTRIAL,MACHINE,-1.10,2.90,-5.19,23.46,22.36,2.45,2.55,
ECL,"Ecolab, Inc.",257.97,94.31,73066.30,BBG000BHKYH4,2026-03-31,MATERIALS,CHEMSPECIAL,0.55,4.90,0.60,34.88,30.97,2.24,1.13,
CVNA,Carvana Co.,66.51,94.28,72950.55,BBG00GCTWDJ3,2026-03-31,CYCLICALS,AUTORETAIL,-16.87,51.72,248.75,33.38,43.28,12.26,0.00,
CTAS,Cintas Corp.,179.85,94.26,72475.58,BBG000H3YXF8,2026-02-28,BIZSVCE,BIZSUPPORT,5.77,8.71,9.94,37.95,36.74,3.87,1.00,
BSX,Boston Scientific Corp.,48.55,94.23,71972.56,BBG000C0LW92,2026-03-31,HEALTHCARE,MEDDEVICESGEN,-14.18,17.44,74.73,20.36,14.42,1.08,0.00,
SU,"Suncor Energy, Inc.",62.22,94.21,71736.89,BBG000BRK7L6,2026-03-31,ENERGY,OILGASINTEG,-2.38,1.50,9.56,16.33,9.45,4.46,2.77,
CL,Colgate-Palmolive Co.,88.58,94.18,71401.23,BBG000BFQYY3,2026-03-31,NONCYCLICAL,PERSONALCAREPRODUCT,1.40,4.26,-27.03,34.37,23.30,6.64,2.39,
TRP,TC Energy Corp.,68.68,94.16,71364.73,BBG000BVN235,2026-03-31,ENERGY,MIDSTREAMENERGY,5.50,2.00,-23.89,29.76,25.77,6.73,3.67,
MPWR,"Monolithic Power Systems, Inc.",1481.05,94.13,70952.67,BBG000C30L48,2026-03-31,TECH,SEMIMFR,-6.02,23.90,-63.15,106.70,61.78,2.09,0.54,
COHR,Coherent Corp.,376.99,94.11,70678.78,BBG000BLW102,2026-03-31,TECH,COMPONENTS,18.11,18.00,1022.33,179.98,69.10,1.09,0.00,
KMI,"Kinder Morgan, Inc.",31.68,94.08,70480.41,BBG0019JZ882,2026-03-31,ENERGY,MIDSTREAMENERGY,0.51,12.38,28.16,21.37,21.85,7.51,3.76,
CRH,CRH PLC,105.06,94.06,70418.62,BBG000D3JXM1,2026-03-31,MATERIALS,MATCONSTR,-6.72,6.33,14.21,19.47,17.66,1.58,1.48,
NSC,Norfolk Southern Corp.,313.45,94.03,70398.99,BBG000BQ5DS5,2026-03-31,INDUSTRIAL,TRAINTRUCK,0.02,0.60,-18.97,26.42,25.79,N/A,1.72,
AON,Aon plc,328.53,94.01,70389.03,BBG00SSQFPK6,2026-03-31,FINANCIAL,INSURANCE,4.76,7.51,55.29,18.03,17.15,1.67,1.00,
AEP,"American Electric Power Co., Inc.",129.14,93.98,69846.86,BBG000BB9KF2,2026-03-31,UTIL,ENERGYUTIL,-1.99,9.38,30.44,19.10,20.34,2.30,2.94,
TDG,"TransDigm Group, Inc.",1238.74,93.96,69764.08,BBG000L8CBX4,2026-03-31,INDUSTRIAL,AERODEF,-0.26,13.26,8.24,38.64,30.97,1.89,0.00,
CIEN,Ciena Corp.,488.21,93.93,68766.69,BBG000BP1152,2026-04-30,TECH,COMMEQUIP,-9.38,30.59,318.44,162.50,74.79,0.90,0.00,
SPG,"Simon Property Group, Inc.",210.31,93.91,68659.92,BBG000BJ2D31,2026-03-31,FINANCIAL,REIT,4.42,10.91,-18.35,38.48,31.83,7.12,4.28,
MSI,"Motorola Solutions, Inc.",410.34,93.88,68492.24,BBG000BP8Z50,2026-03-31,TECH,COMMEQUIP,-5.28,8.32,3.48,33.08,24.20,3.69,1.18,
DASH,"DoorDash, Inc.",156.80,93.86,68109.35,BBG005D7QCJ3,2026-03-31,CONSUMERSVCE,HOSPITALITY,-8.49,30.96,174.54,74.69,61.15,16.78,0.00,
LITE,"Lumentum Holdings, Inc.",863.66,93.83,67192.75,BBG0073F9RT7,2026-03-31,TECH,COMPONENTS,-3.24,68.98,183.52,160.29,105.00,0.43,0.00,
URI,"United Rentals, Inc.",1067.77,93.81,66892.12,BBG000BXMFC3,2026-03-31,INDUSTRIAL,INDLDIST,13.10,5.05,1.44,27.26,22.72,1.20,0.74,
REGN,"Regeneron Pharmaceuticals, Inc.",635.45,93.78,66774.56,BBG000C734W3,2026-03-31,HEALTHCARE,BIOPHARMAOTHER,-10.39,5.92,4.47,15.48,13.68,3.29,0.59,
B,Barrick Mining Corp.,39.46,93.76,66136.37,BBG000BB07P9,2026-03-31,MATERIALS,ORE,-5.69,43.30,172.64,10.87,10.17,61.73,2.39,
WBD,"Warner Bros. Discovery, Inc.",26.24,93.73,65777.61,BBG011386VF4,2026-03-31,CONSUMERSVCE,MEDIAPUB,-3.24,-2.78,84.13,N/A,N/A,N/A,0.00,
DLR,"Digital Realty Trust, Inc.",186.79,93.71,65639.14,BBG000Q5ZRM7,2026-03-31,FINANCIAL,REIT,-4.10,13.97,251.46,49.41,89.51,N/A,2.61,
MFC,Manulife Financial Corp.,38.71,93.68,65194.83,BBG000C0Q0K4,2026-03-31,FINANCIAL,INSURANCE,-2.15,16.41,31.28,15.33,11.91,N/A,3.60,
FIX,"Comfort Systems USA, Inc.",1843.94,93.66,65039.36,BBG000BWN2Y9,2026-03-31,INDUSTRIAL,FACIL,-5.05,38.43,107.81,53.22,42.74,1.28,0.17,
RSG,"Republic Services, Inc.",210.04,93.63,65020.74,BBG000BPXVJ6,2026-03-31,BIZSVCE,WASTEMGMT,4.21,3.19,5.16,30.11,28.83,3.38,1.19,
HPE,Hewlett Packard Enterprise Co.,49.20,93.61,64916.94,BBG0078W3NQ3,2026-04-30,TECH,COMPUTER,65.66,23.33,7.77,47.17,14.63,0.40,1.16,
TRV,"The Travelers Cos., Inc.",303.25,93.58,64484.51,BBG000BJ81C1,2026-03-31,FINANCIAL,INSURANCE,1.44,4.12,83.00,9.02,10.81,N/A,1.65,
NKE,"NIKE, Inc.",42.98,93.56,63631.70,BBG000C5HS04,2026-02-28,CYCLICALS,APPARELPRODUCTS,-3.22,-2.83,-49.42,28.27,28.79,3.59,3.82,
VALE,Vale SA,15.23,93.53,63559.46,BBG000BN5LG7,2026-03-31,MATERIALS,ORE,-5.93,4.64,-51.66,23.17,7.57,1.66,7.67,
RELX,RELX PLC,35.15,93.51,63075.64,BBG000BVXCM1,2025-12-31,TECH,INTERNET,2.90,4.85,12.14,23.67,18.45,1.76,2.62,
STM,STMicroelectronics NV,70.72,93.48,63021.31,BBG000BD4GX2,2026-03-31,TECH,SEMIMFR,26.51,0.79,-86.88,459.82,56.26,0.59,0.51,
TFC,Truist Financial Corp.,49.20,93.46,62938.91,BBG000BYYLS8,2026-03-31,FINANCIAL,BANKSUSA,-1.09,26.77,18.89,12.20,10.83,0.82,4.23,
APD,"Air Products & Chemicals, Inc.",282.35,93.43,62866.93,BBG000BC4JJ4,2026-03-31,MATERIALS,CHEMCOMMOD,-4.28,3.69,37.40,29.87,21.38,2.97,2.56,
RKLB,Rocket Lab Corp.,110.08,93.41,62464.39,BBG01V7JN3F3,2026-03-31,INDUSTRIAL,AERODEF,40.09,45.83,20.01,N/A,N/A,N/A,0.00,
TEL,TE Connectivity Plc,212.65,93.38,62398.80,BBG01Q08MMR1,2026-03-31,TECH,COMPONENTS,1.23,16.66,114.55,21.72,18.95,1.44,1.47,
NWG,NatWest Group plc,15.79,93.36,62261.67,BBG000GNNNC2,2026-03-31,FINANCIAL,BANKSINTL,2.73,7.21,26.25,8.36,8.03,N/A,5.54,
GWW,"W.W. Grainger, Inc.",1300.01,93.33,62182.39,BBG000BKR1D6,2026-03-31,INDUSTRIAL,INDLDIST,5.34,6.61,-4.65,34.81,28.50,3.18,0.77,
AFL,"Aflac, Inc.",118.24,93.31,61971.23,BBG000BBBNC6,2026-03-31,FINANCIAL,INSURANCE,4.08,7.25,37.55,13.42,16.74,2.04,2.06,
BKR,Baker Hughes Co.,62.59,93.28,61706.18,BBG00GBVBK51,2026-03-31,ENERGY,OILGASSUPPORT,-1.48,0.20,7.12,19.96,26.22,N/A,1.47,
PCAR,"PACCAR, Inc.",116.68,93.26,61361.36,BBG000BQVTF5,2026-03-31,INDUSTRIAL,TRANSPORTEQUIP,2.31,-14.13,-28.72,24.83,20.56,1.87,2.40,
DB,Deutsche Bank AG,31.51,93.23,60464.22,BBG000BR1W32,2026-03-31,FINANCIAL,INVESTSVCE,0.10,-0.48,59.21,9.06,8.14,0.44,2.45,
SRE,Sempra,91.42,93.21,59649.03,BBG000C2ZCH8,2026-03-31,UTIL,ENERGYUTIL,-0.16,2.23,-35.25,31.07,17.89,1.91,2.88,
F,Ford Motor Co.,14.90,93.18,59371.23,BBG000BQPC32,2026-03-31,CYCLICALS,VEHICLE,22.33,3.82,-212.76,N/A,9.00,4.84,4.03,
IMO,Imperial Oil Ltd.,121.72,93.16,58909.94,BBG000C32XT3,2026-03-31,ENERGY,OILGASINTEG,-3.27,-6.93,-36.96,28.81,13.03,6.12,2.06,
ALL,The Allstate Corp.,221.01,93.13,58527.32,BBG000BVMGF2,2026-03-31,FINANCIAL,INSURANCE,3.44,4.40,209.78,4.88,7.44,N/A,1.95,
NUE,Nucor Corp.,254.39,93.11,58219.35,BBG000BQ8KV2,2026-03-31,MATERIALS,METAL,12.21,12.27,79.71,25.21,17.23,0.64,0.88,
NU,Nu Holdings Ltd.,11.97,93.08,58001.55,BBG0136WM1M4,2026-03-31,FINANCIAL,BANKSINTL,-16.06,48.56,46.74,18.22,14.01,2.13,0.00,
LHX,"L3Harris Technologies, Inc.",307.83,93.06,57495.33,BBG000BLGFJ9,2026-03-31,INDUSTRIAL,AERODEF,2.21,5.79,9.16,33.42,26.48,1.50,1.62,
NBIS,Nebius Group NV,227.81,93.03,57212.42,BBG001NVJ6W4,2026-03-31,TECH,INTERNET,23.29,443.93,428.78,67.17,N/A,N/A,0.00,
CARR,Carrier Global Corp.,67.16,93.01,57154.69,BBG00RP5HYS8,2026-03-31,INDUSTRIAL,MACHINE,-0.09,-5.07,-65.07,44.13,23.98,2.22,1.43,
D,"Dominion Energy, Inc.",66.90,92.98,57126.80,BBG000BGVW60,2026-03-31,UTIL,ENERGYUTIL,8.59,19.15,26.83,19.79,18.65,2.78,3.99,
TER,"Teradyne, Inc.",357.93,92.96,56937.19,BBG000BV4DR6,2026-03-31,TECH,SEMIEQUIPSVCE,1.08,30.33,52.94,66.25,48.57,1.25,0.15,
TRGP,Targa Resources Corp.,264.09,92.93,56766.62,BBG0015XMW40,2026-03-31,ENERGY,DOWNSTREAMENERGY,4.61,-1.23,80.39,26.90,24.39,3.31,1.89,
MET,"MetLife, Inc.",84.49,92.91,56717.95,BBG000BB6KF5,2026-03-31,FINANCIAL,INSURANCE,7.19,5.57,-15.83,16.34,8.52,0.77,2.81,
KEYS,"Keysight Technologies, Inc.",329.83,92.88,56571.70,BBG0059FN811,2026-04-30,TECH,COMMERCIALELECTRONICS,-7.11,19.19,42.55,54.34,32.41,2.60,0.00,
OXY,Occidental Petroleum Corp.,56.93,92.86,56088.03,BBG000BQQ2S6,2026-03-31,ENERGY,FOSSILFUEL,5.54,-15.17,-64.53,64.97,10.25,N/A,1.83,
O,Realty Income Corp.,60.84,92.83,55967.07,BBG000DHPN63,2026-03-31,FINANCIAL,REIT,-1.54,11.21,10.45,49.99,38.05,5.89,5.34,
FANG,"Diamondback Energy, Inc.",192.62,92.81,55760.81,BBG002PHSYX9,2026-03-31,ENERGY,FOSSILFUEL,1.14,18.09,-94.57,217.18,9.47,1.02,2.28,
FLEX,Flex Ltd.,151.92,92.78,55660.13,BBG000BP5YT0,2026-03-31,TECH,ELECTRONICEQUIP,14.22,8.14,10.43,65.16,33.97,1.04,0.00,
ARGX,argenx SE,891.32,92.76,55605.99,BBG00GHB88X9,2025-12-31,HEALTHCARE,BIOPHARMASYS,13.21,90.23,51.88,42.25,33.46,2.59,0.00,
OKE,"ONEOK, Inc.",88.25,92.73,55529.69,BBG000BQHGR6,2026-03-31,ENERGY,MIDSTREAMENERGY,2.77,41.04,9.31,15.76,15.47,6.39,4.85,
TGT,Target Corp.,122.57,92.71,55506.51,BBG000H8TVT2,2026-04-30,NONCYCLICAL,GENMERCH,-2.63,0.47,-16.71,16.17,14.62,20.86,3.72,
