New Stock Screen
2026-06-06

Ticker,Name,Last,Rank,MktCap,ccFIGI,PeriodDateQ,SectorCode,IndCode,Pr4W%Chg,SalesGr%TTM,EPSExclXorGr%TTM,PEExclXorTTM,ProjPECurFY,PEGLT,Yield,
KRNY,Kearny Financial Corp.,8.31,28.45,536.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PUBM,"PubMatic, Inc.",11.54,28.42,535.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RIGL,"Rigel Pharmaceuticals, Inc.",29.93,28.40,534.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VLGEA,"Village Super Market, Inc.",40.01,28.37,532.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NRDS,"NerdWallet, Inc.",7.97,28.35,532.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BSRR,Sierra Bancorp,39.08,28.32,531.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BWB,"Bridgewater Bancshares, Inc.",19.25,28.30,531.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OSPN,"OneSpan, Inc.",14.15,28.27,530.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CRD.A,Crawford & Co.,10.94,28.25,530.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NPCE,"NeuroPace, Inc.",15.74,28.22,529.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CABA,"Cabaletta Bio, Inc.",3.25,28.20,529.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GLRE,Greenlight Capital Re Ltd.,15.53,28.17,529.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CINT,"CI&T, Inc. (Brazil)",3.96,28.15,527.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BBCP,"Concrete Pumping Holdings, Inc.",10.43,28.12,526.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACHV,"Achieve Life Sciences, Inc.",5.13,28.10,526.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ETD,"Ethan Allen Interiors, Inc.",20.67,28.07,525.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FVR,"FrontView REIT, Inc.",18.82,28.05,524.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VALN,Valneva SE,5.48,28.02,522.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XRN,"Chiron Real Estate, Inc.",35.90,28.00,522.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EBF,"Ennis, Inc.",20.59,27.97,520.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ZSQR,"Z Squared, Inc.",10.12,27.95,520.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OLP,"One Liberty Properties, Inc.",24.05,27.92,519.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XMAX,"XMAX, Inc.",8.16,27.90,518.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASTL,"Algoma Steel Group, Inc.",4.96,27.87,518.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTKB,"Cytek Biosciences, Inc.",4.09,27.85,518.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TRC,Tejon Ranch Co.,19.24,27.82,517.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CPS,"Cooper-Standard Holdings, Inc.",29.32,27.80,517.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CARS,"Cars.com, Inc.",9.21,27.77,514.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ELMT,The Elmet Group Co.,17.17,27.75,514.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TASK,"TaskUs, Inc.",5.74,27.72,514.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HBCP,"Home Bancorp, Inc.",65.48,27.70,512.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AIOT,"PowerFleet, Inc.",3.84,27.67,512.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BMM,Blue Moon Metals Inc.,7.25,27.65,510.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NWAX,New America Acquisition I Corp.,10.22,27.62,508.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MBUU,"Malibu Boats, Inc.",26.39,27.60,507.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ADV,"Advantage Solutions, Inc. (California)",38.75,27.57,507.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OWLS,"OBOOK Holdings, Inc.",5.73,27.55,506.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IDR,"Idaho Strategic Resources, Inc.",32.47,27.52,506.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTGO,"Contango Silver & Gold, Inc.",16.50,27.50,503.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACIC,American Coastal Insurance Corp.,10.28,27.47,501.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GOGO,"Gogo, Inc.",3.79,27.45,501.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SRTA,"Strata Critical Medical, Inc.",5.79,27.42,500.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NGS,"Natural Gas Services Group, Inc.",39.87,27.40,500.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CHCT,"Community Healthcare Trust, Inc.",17.49,27.37,497.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CBIO,"Crescent Biopharma, Inc.",18.00,27.35,496.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RPD,"Rapid7, Inc.",7.51,27.32,494.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NVEC,NVE Corp.,102.11,27.30,493.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ANGO,"AngioDynamics, Inc.",11.94,27.27,491.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INV,"Innventure, Inc.",5.85,27.25,491.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GEMI,"Gemini Space Station, Inc.",4.18,27.22,491.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OIS,"Oil States International, Inc.",8.12,27.20,488.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TREE,"LendingTree, Inc.",35.85,27.17,488.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ELVA,"Electrovaya, Inc.",10.34,27.15,488.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MLAA,Mountain Lake Acquisition Corp. II,9.92,27.12,485.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EIKN,"Eikon Therapeutics, Inc.",8.96,27.10,485.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FBIZ,"First Business Financial Services, Inc.",58.13,27.07,483.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FIP,"FTAI Infrastructure, Inc.",4.16,27.05,483.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
YORW,The York Water Co.,30.28,27.02,483.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AGMB,AgomAb Therapeutics NV,9.92,27.00,483.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NUAI,"New Era Energy & Digital, Inc.",4.85,26.97,480.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TOI,"The Oncology Institute, Inc.",4.87,26.95,479.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CWCO,Consolidated Water Co. Ltd.,29.92,26.92,476.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARVN,"Arvinas, Inc.",7.42,26.90,476.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRTH,"Priority Technology Holdings, Inc.",5.82,26.87,476.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
COFS,"ChoiceOne Financial Services, Inc.",31.78,26.85,476.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AQST,"Aquestive Therapeutics, Inc.",3.93,26.82,475.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NEXN,Nexxen International Ltd.,8.53,26.80,475.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BETR,Better Home & Finance Holding Co.,25.62,26.77,475.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GRRR,"Gorilla Technology Group, Inc.",17.14,26.75,473.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRTA,Prothena Corp. Plc,8.79,26.72,473.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OOMA,"Ooma, Inc.",17.13,26.70,472.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VELO,"Velo3D, Inc.",15.85,26.67,472.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UROY,Uranium Royalty Corp.,3.09,26.65,471.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EVH,"Evolent Health, Inc.",4.22,26.62,471.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ADUR,"Aduro Clean Technologies, Inc.",14.02,26.60,470.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GCBC,"Greene County Bancorp, Inc.",27.62,26.57,470.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PANL,Pangaea Logistics Solutions Ltd.,7.21,26.55,468.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OBT,"Orange County Bancorp, Inc.",34.88,26.52,467.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KLC,"KinderCare Learning Cos., Inc.",3.95,26.50,466.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WILC,G. Willi Food International Ltd.,33.61,26.47,466.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TWI,"Titan International, Inc.",7.29,26.45,465.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IPI,"Intrepid Potash, Inc.",34.96,26.42,465.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ESEA,Euroseas Ltd.,66.43,26.40,465.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASPN,"Aspen Aerogels, Inc.",5.64,26.37,464.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JOUT,"Johnson Outdoors, Inc.",44.84,26.35,463.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
APXT,Apex Treasury Corp.,10.04,26.32,461.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PKOH,Park-Ohio Holdings Corp.,32.01,26.30,461.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SSTK,"Shutterstock, Inc.",12.96,26.27,460.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CRNC,"Cerence, Inc.",10.61,26.25,459.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KIDS,OrthoPediatrics Corp.,18.32,26.22,459.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ITIC,Investors Title Co.,242.97,26.20,458.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PDLB,"Ponce Financial Group, Inc.",19.00,26.17,456.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASMB,"Assembly Biosciences, Inc.",22.90,26.15,453.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ULH,"Universal Logistics Holdings, Inc.",17.21,26.12,453.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OPTX,"Syntec Optics Holdings, Inc.",11.35,26.10,452.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KYTX,"Kyverna Therapeutics, Inc.",7.47,26.07,451.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LXFR,Luxfer Holdings PLC,16.94,26.05,451.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FRPH,"FRP Holdings, Inc.",23.54,26.02,451.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
API,"Agora, Inc. (China)",4.81,26.00,449.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VITL,"Vital Farms, Inc.",10.04,25.97,449.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BBW,"Build-A-Bear Workshop, Inc.",33.97,25.95,448.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GTN,"Gray Media, Inc.",4.01,25.92,448.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BLZE,"Backblaze, Inc.",7.76,25.90,447.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KREF,"KKR Real Estate Finance Trust, Inc.",6.92,25.87,447.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SCVL,"Shoe Carnival, Inc.",16.33,25.85,446.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACTG,Acacia Research Corp.,4.62,25.82,445.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KBON,Karbon Capital Partners Corp.,10.12,25.80,445.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTNM,"Contineum Therapeutics, Inc.",11.49,25.77,445.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FPI,"Farmland Partners, Inc.",10.33,25.75,445.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SFIX,"Stitch Fix, Inc.",3.42,25.72,444.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IMXI,"International Money Express, Inc.",14.95,25.70,444.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SPCE,"Virgin Galactic Holdings, Inc.",4.38,25.67,440.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FDMT,"4D Molecular Therapeutics, Inc.",8.64,25.65,440.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CLMB,"Climb Global Solutions, Inc.",23.82,25.62,439.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KELYA,"Kelly Services, Inc.",11.77,25.60,439.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CDRO,Codere Online Luxembourg SA,9.62,25.57,439.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STRZ,Starz Entertainment Corp.,26.13,25.55,438.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WEAV,"Weave Communications, Inc.",5.69,25.52,438.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MBVI,M3-Brigade Acquisition VI Corp.,10.14,25.50,437.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AIV,Apartment Investment & Management Co.,3.03,25.47,436.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MNRO,"Monro, Inc.",14.53,25.45,436.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MFI,mF International Ltd.,8.65,25.42,434.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EOLS,"Evolus, Inc.",6.67,25.40,433.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GLAD,Gladstone Capital Corp.,19.19,25.37,433.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IACO,Idea Acquisition Corp.,9.90,25.35,433.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCRN,"Cross Country Healthcare, Inc.",13.18,25.32,431.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DBCA,D. Boral Acquisition I Corp.,9.97,25.30,431.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FSTR,L.B. Foster Co.,41.51,25.27,431.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NRC,NRC Health,19.14,25.25,431.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CBAN,"Colony Bankcorp, Inc.",20.24,25.22,430.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DCBO,"Docebo, Inc.",17.21,25.20,429.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BSVN,Bank7 Corp.,45.08,25.17,429.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KRAQ,KRAKacquisition Corp.,9.95,25.15,429.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BCAR,D. Boral Arc Acquisition I Corp.,10.64,25.12,429.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STRO,"Sutro Biopharma, Inc.",26.09,25.10,427.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MYGN,"Myriad Genetics, Inc.",4.57,25.07,427.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTEV,Claritev Corp.,25.84,25.05,425.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCCC,"C4 Therapeutics, Inc.",3.85,25.02,425.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMCX,"AMC Global Media, Inc.",9.80,25.00,425.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CD,"Chaince Digital Holdings, Inc.",5.33,24.98,423.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ERII,"Energy Recovery, Inc.",8.01,24.95,423.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VREX,Varex Imaging Corp.,10.09,24.93,422.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GBFH,"GBank Financial Holdings, Inc.",29.41,24.90,422.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BWFG,"Bankwell Financial Group, Inc.",53.67,24.88,422.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BBBY,"Bed Bath & Beyond, Inc.",5.84,24.85,422.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BOC,Boston Omaha Corp.,13.73,24.83,421.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GCGRU,General Catalyst Global Resilience Merger Corp.,10.22,24.80,420.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KMDA,Kamada Ltd.,7.17,24.78,420.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MTW,"The Manitowoc Co., Inc.",11.85,24.75,420.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CXIIU,Churchill Capital Corp. XII,10.15,24.73,420.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SPT,"Sprout Social, Inc.",7.23,24.70,420.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALTO,"Alto Ingredients, Inc.",5.43,24.68,419.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MOBI,"Mobia Medical, Inc.",12.62,24.65,419.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DBI,"Designer Brands, Inc.",8.44,24.63,418.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PBFS,"Pioneer Bancorp, Inc. (New York)",16.20,24.60,418.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CAL,"Caleres, Inc.",12.37,24.58,418.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BMRC,Bank of Marin Bancorp,26.00,24.55,418.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EBS,"Emergent BioSolutions, Inc.",8.07,24.53,417.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XRX,Xerox Holdings Corp.,3.32,24.50,417.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NATH,"Nathan's Famous, Inc.",101.84,24.48,416.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GLOO,"Gloo Holdings, Inc.",5.27,24.45,414.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INDP,"Indaptus Therapeutics, Inc.",3.66,24.43,414.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RBB,RBB Bancorp,24.00,24.40,414.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LOCO,"El Pollo Loco Holdings, Inc.",13.82,24.38,413.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SGMT,"Sagimet Biosciences, Inc.",6.76,24.35,413.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OSS,"One Stop Systems, Inc.",16.89,24.33,413.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ROMA,Roma Green Finance Ltd.,6.93,24.30,412.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NGNE,"Neurogene, Inc.",26.49,24.28,412.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GCO,"Genesco, Inc.",37.93,24.25,411.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CLBR,Colombier Acquisition Corp. III,10.26,24.23,410.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CGCT,Cartesian Growth Corp. III,11.90,24.20,410.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCAP,"Crescent Capital BDC, Inc.",11.11,24.18,410.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WTBA,"West Bancorporation, Inc.",24.09,24.15,408.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OFIX,"Orthofix Medical, Inc.",10.29,24.13,407.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CBK,"Commercial Bancgroup, Inc.",29.74,24.10,407.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RZLT,"Rezolute, Inc.",4.25,24.08,406.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MATV,"Mativ Holdings, Inc.",7.44,24.05,406.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GRVY,Gravity Co. Ltd.,58.19,24.03,404.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ABAT,American Battery Technology Co.,3.11,24.00,404.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BBCQ,Bleichroeder Acquisition Corp. II,10.53,23.98,403.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MEI,"Methode Electronics, Inc.",11.37,23.95,402.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RLGT,"Radiant Logistics, Inc.",8.57,23.93,401.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
